House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
13,Grace Lane,Jemma,Morgan,44,Lodger,Single,Female,Medical illustrator,None,None
14,Grace Lane,Lisa,Mills,65,Head,Married,Female,Careers information officer,None,None
14,Grace Lane,Gerald,Mills,69,Husband,Married,Male,Retired Veterinary surgeon,None,None
14,Grace Lane,Glenn,Mills,43,Son,Single,Male,Building services engineer,None,None
14,Grace Lane,Anna,Mills,42,Daughter,Divorced,Female,Occupational therapist,None,None
15,Grace Lane,Kim,Smith,69,Head,Married,Female,Retired Community development worker,None,Christian
15,Grace Lane,Danny,Smith,71,Husband,Married,Male,Retired Product/process development scientist,None,Christian
16,Grace Lane,Declan,Smith,36,Head,Married,Male,"Programme researcher, broadcasting/film/video",None,Christian
16,Grace Lane,Margaret,Smith,36,Wife,Married,Female,"Surveyor, building control",None,None
17,Grace Lane,Mathew,Morgan,36,Head,Single,Male,Midwife,None,Catholic
18,Grace Lane,Roy,Green,59,Head,Single,Male,Health and safety adviser,None,Christian
18,Grace Lane,Jordan,Russell,28,None,Single,Male,Environmental education officer,None,None
19,Grace Lane,Eleanor,Brown,78,Head,Married,Female,Retired Furniture conservator/restorer,None,Christian
19,Grace Lane,Joseph,Brown,81,Husband,Married,Male,Retired Air broker,None,None
20,Grace Lane,Lindsey,Walker,82,Head,Widowed,Female,"Retired Scientist, biomedical",None,None
21,Grace Lane,Hollie,James,51,Head,Married,Female,Film/video editor,None,Christian
21,Grace Lane,Jacob,James,53,Husband,Married,Male,Industrial/product designer,None,Christian
22,Grace Lane,Eric,Murphy,75,Head,Widowed,Male,"Retired Administrator, arts",None,Catholic
23,Grace Lane,Toby,Day,62,Head,Married,Male,"Radiographer, diagnostic",None,None
23,Grace Lane,Jodie,Day,57,Wife,Married,Female,Recycling officer,None,None
23,Grace Lane,Sharon,Day,32,Daughter,Single,Female,Music tutor,None,None
24,Grace Lane,Kate,Norman,31,Head,Married,Female,Unemployed,None,None
24,Grace Lane,Hugh,Norman,29,Husband,Married,Male,Unemployed,None,None
24,Grace Lane,Rita,Norman,14,Daughter,NA,Female,Student,None,NA
25,Grace Lane,Maureen,Barton,64,Head,Married,Female,Charity officer,None,Catholic
25,Grace Lane,David,Barton,64,Husband,Married,Male,Unemployed,None,None
26,Grace Lane,Hilary,Wright,38,Head,Divorced,Female,General practice doctor,None,Muslim
26,Grace Lane,Anna,Wright,9,Daughter,NA,Female,Student,None,NA
26,Grace Lane,Elaine,Wright,6,Daughter,NA,Female,Student,None,NA
26,Grace Lane,Jacob,Wright,2,Son,NA,Male,Child,None,NA
27,Grace Lane,Brian,Davies,66,Head,Married,Male,Lexicographer,None,Sikh
27,Grace Lane,Jean,Wood,60,Wife,Married,Female,"Conservation officer, nature",None,None
28,Grace Lane, ,Williams,33,Head,Married,Male,Games developer,None,Methodist
28,Grace Lane,Geraldine,Williams,29,Wife,Married,Female,"Designer, exhibition/display",None,None
28,Grace Lane,Naomi,Williams,3,Daughter,NA,Female,Child,None,NA
28,Grace Lane,Emma,Williams,0,Daughter,NA,Female,Child,None,NA
28,Grace Lane,Anne,Dobson,40,Lodger,Divorced,Female,Electronics engineer,None,Christian
29,Grace Lane,Marion,Parry,40,Head,Single,Female,"Teacher, secondary school",None,None
29,Grace Lane,Margaret,Adams,59,None,Single,Female,Barista,None,Christian
29,Grace Lane,Lauren,Daniels,31,None,Single,Female,Retail banker,None,None
30,Grace Lane,Guy,Wright,20,Head,Single,Male,University Student,None,Catholic
30,Grace Lane,Max,Smith,21,None,Single,Male,University Student,None,None
31,Grace Lane,Gemma,Oliver,39,Head,Married,Female,Training and development officer,None,Christian
31,Grace Lane,Brian,Oliver,43,Husband,Married,Male,Arboriculturist,None,Christian
31,Grace Lane,Stanley,Oliver,4,Son,NA,Male,Child,None,NA
31,Grace Lane,Luke,Oliver,1,Son,NA,Male,Child,None,NA
32,Grace Lane,Carol,Perry,71,Head,Married,Female,Retired Product/process development scientist,None,Catholic
32,Grace Lane,Howard,Perry,69,Husband,Married,Male,"Retired Production assistant, radio",None,Catholic
33,Grace Lane,Dennis,Sims,43,Head,Married,Male,Metallurgist,None,Christian
33,Grace Lane,Jasmine,Sims,38,Wife,Married,Female,Research scientist (physical sciences),None,Christian
33,Grace Lane,Stuart,Sims,7,Son,NA,Male,Student,None,NA
34,Grace Lane,Harriet,Cartwright,58,Head,Divorced,Female,Data processing manager,None,None
34,Grace Lane,Leigh,Cartwright,41,Son,Single,Male,"Engineer, agricultural",None,None
34,Grace Lane,Steven,Cartwright,41,Son,Divorced,Male,Field seismologist,None,None
34,Grace Lane,Diane,Cartwright,39,Daughter,Divorced,Female,Unemployed,None,None
34,Grace Lane,David,Cartwright,36,Son,Single,Male,Television floor manager,None,None
35,Grace Lane,Lynda,Sharp,35,Head,Single,Female,Unemployed,None,Christian
35,Grace Lane,Ann,Sharp,6,Daughter,NA,Female,Student,None,NA
35,Grace Lane,Peter,Sharp,2,Son,NA,Male,Child,None,NA
35,Grace Lane,Jane,Reed,29,Visitor,Divorced,Female,"Designer, textile",None,None
36,Grace Lane,Gemma,Hunt,34,Head,Married,Female,Media planner,None,Methodist
36,Grace Lane,Hugh,Hunt,37,Husband,Married,Male,"Designer, industrial/product",None,Methodist
36,Grace Lane,Nicola,Hunt,15,Daughter,NA,Female,Student,None,NA
36,Grace Lane,Molly,Hunt,13,Daughter,NA,Female,Student,None,NA
36,Grace Lane,Jacob,Hunt,9,Son,NA,Male,Student,Physical Disability,NA
37,Grace Lane,Lorraine,Hussain,50,Head,Single,Female,"Surveyor, commercial/residential",None,None
37,Grace Lane,Cameron,Hussain,17,Son,NA,Male,Student,None,NA
37,Grace Lane,Alex,Hussain,14,Son,NA,Male,Student,None,NA
38,Grace Lane,Sheila,Hammond,60,Head,Single,Female,Location manager,None,Christian
38,Grace Lane,Graeme,Nicholson,62,Partner,Single,Male,"Engineer, electronics",None,None
38,Grace Lane,Cameron,Hammond,15,Son,NA,Male,Student,None,NA
39,Grace Lane,Beth,Bailey,44,Head,Single,Female,Unemployed,None,Catholic
39,Grace Lane,Shaun,Davies,46,Partner,Single,Male,Firefighter,None,None
39,Grace Lane,Bryan,Bailey,19,Son,Widowed,Male,University Student,None,None
39,Grace Lane,Scott,Bailey,16,Son,NA,Male,Student,None,NA
39,Grace Lane,Wayne,Bailey,13,Son,NA,Male,Student,None,NA
40,Grace Lane,Cheryl,Holmes,61,Head,Married,Female,Unemployed,None,Muslim
40,Grace Lane,Karl,Holmes,64,Husband,Married,Male,Facilities manager,None,Muslim
40,Grace Lane,Sarah,Holmes,25,Daughter,Single,Female,Retail banker,None,Muslim
40,Grace Lane,Sharon,Holmes,25,Daughter,Single,Female,Unemployed,None,Muslim
40,Grace Lane,Patricia,Holmes,1,Daughter,NA,Female,Child,None,NA
41,Grace Lane,George,Morgan,41,Head,Divorced,Male,Unemployed,None,Catholic
41,Grace Lane,Fiona,Morgan,9,Daughter,NA,Female,Student,None,NA
42,Grace Lane,Rebecca,Osborne,29,Head,Divorced,Female,Energy manager,None,None
43,Grace Lane,Iain,Ali,33,Head,Married,Male,Television camera operator,None,Christian
43,Grace Lane,Ruth,Ali,26,Wife,Married,Female,"Psychologist, sport and exercise",None,None
43,Grace Lane,Shane,Parker,36,Lodger,Single,Male,"Runner, broadcasting/film/video",None,None
43,Grace Lane,Annette,Bennett,41,Lodger,Single,Female,Physiological scientist,None,Methodist
43,Grace Lane,Danielle,Perry,19,Lodger,Single,Female,University Student,None,Hindu
44,Grace Lane,Lynda,Alexander,78,Head,Married,Female,Retired Phytotherapist,None,Catholic
44,Grace Lane,Robin,Alexander,80,Husband,Married,Male,"Retired Engineer, communications",None,None
45,Grace Lane,Jean,Spencer,51,Head,Divorced,Female,Unemployed,None,None
45,Grace Lane,Sally,Spencer,27,Daughter,Single,Female,Immunologist,None,None
45,Grace Lane,Diane,Spencer,25,Daughter,Single,Female,Ergonomist,None,None
45,Grace Lane,Jane,Spencer,22,Daughter,Single,Female,University Student,None,None
46,Grace Lane,Joyce,Brooks,23,Head,Married,Female,"Therapist, speech and language",None,None
46,Grace Lane,Toby,Brooks,27,Husband,Married,Male,Unemployed,None,None
47,Grace Lane,Danny,Williams,42,Head,Single,Male,Computer games developer,None,Catholic
47,Grace Lane,Lynn,Edwards,40,Partner,Single,Female,"Surveyor, building control",None,Catholic
47,Grace Lane,Conor,Williams,12,Son,NA,Male,Student,None,NA
47,Grace Lane,Benjamin,Williams,11,Son,NA,Male,Student,None,NA
47,Grace Lane,Michelle,Williams,9,Daughter,NA,Female,Student,None,NA
48,Grace Lane,Mohamed,May,40,Head,Single,Male,Unemployed,None,None
49,Grace Lane,Irene,Holmes,58,Head,Single,Female,Unemployed,None,Catholic
49,Grace Lane,Reece,Butler,63,Partner,Single,Male,Product manager,None,Catholic
49,Grace Lane,Danielle,Holmes,16,Daughter,NA,Female,Student,None,NA
50,Grace Lane,Josephine,Day,31,Head,Single,Female,Unemployed,None,Catholic
50,Grace Lane,Francis,Day,5,Son,NA,Male,Student,None,NA
51,Grace Lane,Sheila,Wood,37,Head,Married,Female,Town planner,None,None
51,Grace Lane,Phillip,Wood,40,Husband,Married,Male,Town planner,None,None
51,Grace Lane,Declan,Wood,14,Son,NA,Male,Student,None,NA
51,Grace Lane,Joel,Wood,12,Son,NA,Male,Student,None,NA
51,Grace Lane,Kim,Wood,10,Daughter,NA,Female,Student,None,NA
52,Grace Lane,Marilyn,Williams,39,Head,Single,Female,Unemployed,None,Christian
52,Grace Lane,Stuart,Williams,11,Son,NA,Male,Student,None,NA
53,Grace Lane,Maurice,Owen,52,Head,Divorced,Male,Magazine features editor,None,Catholic
53,Grace Lane,Joyce,Owen,13,Step-Daughter,NA,Female,Student,None,NA
54,Grace Lane,Gerald,James,72,Head,Married,Male,"Retired Engineer, petroleum",None,Christian
54,Grace Lane,Angela,James,67,Wife,Married,Female,"Engineer, drilling",None,Christian
55,Grace Lane,Christopher,Bell,48,Head,Married,Male,Fitness centre manager,None,Christian
55,Grace Lane,Abigail,Bell,44,Wife,Married,Female,Pathologist,None,Christian
56,Grace Lane,Sylvia,Smith,37,Head,Married,Female,Hydrogeologist,None,None
56,Grace Lane,Abdul,Smith,41,Husband,Married,Male,Accounting technician,None,None
56,Grace Lane,Rebecca,Smith,15,Neice,NA,Female,Student,None,NA
56,Grace Lane,Gerald,Shaw-Smith,12,Nephew,NA,Male,Student,None,NA
57,Grace Lane,Hannah,Hussain,59,Head,Widowed,Female,Financial risk analyst,None,Catholic
57,Grace Lane,Bruce,Hussain,15,Son,NA,Male,Student,None,NA
58,Grace Lane,Valerie,Wilson,58,Head,Single,Female,Accounting technician,None,Methodist
59,Grace Lane,Chelsea,Lees,55,Head,Single,Female,"Psychologist, counselling",None,Catholic
59,Grace Lane,Jennifer,Howard,29,None,Single,Female,Consulting civil engineer,None,Catholic
59,Grace Lane,Adrian,Evans,63,None,Single,Male,Race relations officer,None,Christian
60,Grace Lane,Vanessa,Parker,57,Head,Single,Female,Equities trader,None,None
60,Grace Lane,Linda,Parker,37,Daughter,Single,Female,"Teacher, special educational needs",None,None
61,Grace Lane,Chelsea,Griffiths,45,Head,Married,Female,Software engineer,None,Catholic
61,Grace Lane,Jason,Griffiths,50,Husband,Married,Male,Television floor manager,None,Catholic
61,Grace Lane,Hazel,Griffiths,16,Daughter,NA,Female,Student,None,NA
61,Grace Lane,Leon,Griffiths,15,Son,NA,Male,Student,None,NA
62,Grace Lane,Clifford,White,69,Head,Widowed,Male,Retired Applications developer,None,Christian
62,Grace Lane,Kate,White,24,Granddaughter,Single,Female,Adult nurse,None,None
62,Grace Lane,Tony,White,20,Grandson,Single,Male,University Student,None,None
63,Grace Lane,Laura,Lawson,27,Head,Divorced,Female,Chartered loss adjuster,None,None
63,Grace Lane,Joseph,Lawson,4,Son,NA,Male,Child,None,NA
64,Grace Lane,Gareth,Pritchard,59,Head,Married,Male,"Civil engineer, contracting",None,None
64,Grace Lane,Jill,Pritchard,54,Wife,Married,Female,"Surveyor, land/geomatics",None,None
65,Grace Lane,Kim,Robson,75,Head,Single,Female,Retired Garment/textile technologist,None,Catholic
66,Grace Lane,Lauren,Day,70,Head,Married,Female,Retired Paramedic,None,None
66,Grace Lane,Luke,Day,75,Husband,Married,Male,"Retired Investment banker, corporate",None,None
67,Grace Lane,Carly,Moore,57,Head,Single,Female,Public affairs consultant,None,Christian
68,Grace Lane,Robert,Murphy,37,Head,Single,Male,Facilities manager,None,Catholic
68,Grace Lane,Owen,Murphy,8,Son,NA,Male,Student,None,NA
68,Grace Lane,Rita,Murphy,2,Daughter,NA,Female,Child,None,NA
69,Grace Lane,Sophie,Knight,32,Head,Single,Female,Control and instrumentation engineer,None,Methodist
69,Grace Lane,Laura,Davies,52,None,Single,Female,"Radiographer, diagnostic",None,None
70,Grace Lane,Naomi,Jones,49,Head,Single,Female,"Doctor, general practice",None,None
70,Grace Lane,Victor,Riley,53,Partner,Single,Male,IT consultant,None,None
71,Grace Lane,Marie,Wood,33,Head,Single,Female,"Civil engineer, contracting",None,Methodist
71,Grace Lane,Joanna,Bailey,58,None,Single,Female,Maintenance engineer,None,None
72,Grace Lane,Yvonne,Allen,52,Head,Married,Female,Lexicographer,None,None
72,Grace Lane,Conor,Allen,55,Husband,Married,Male,Personnel officer,None,None
72,Grace Lane,Leon,Allen,26,Son,Single,Male,Air traffic controller,None,None
72,Grace Lane,Clare,Allen,8,Daughter,NA,Female,Student,None,NA
73,Grace Lane,Charlie,Williams,61,Head,Single,Male,Unemployed,None,None
73,Grace Lane,Anne,Williams,14,Granddaughter,NA,Female,Student,None,NA
73,Grace Lane,William,Williams,14,Grandson,NA,Male,Student,None,NA
73,Grace Lane,Pamela,Williams,14,Granddaughter,NA,Female,Student,None,NA
73,Grace Lane,Donna,Williams,13,Granddaughter,NA,Female,Student,None,NA
74,Grace Lane,Jay,May,58,Head,Single,Male,Applications developer,None,Catholic
75,Grace Lane,Jayne,Smith,75,Head,Widowed,Female,Retired Counsellor,None,Quaker
76,Grace Lane,Yvonne,Kelly,51,Head,Single,Female,"Designer, blown glass/stained glass",None,Catholic
76,Grace Lane,Sally,Gray,50,None,Single,Female,Arboriculturist,None,None
77,Grace Lane,Jenna,Clarke,41,Head,Married,Female,Production manager,None,None
77,Grace Lane,Toby,Clarke,48,Husband,Married,Male,"Scientist, audiological",None,None
77,Grace Lane,Michelle,Clarke,11,Daughter,NA,Female,Student,None,NA
77,Grace Lane,Bruce,Clarke,8,Son,NA,Male,Student,None,NA
78,Grace Lane,Katie,Miles,49,Head,Single,Female,Clinical embryologist,None,None
78,Grace Lane,Dennis,Anderson,50,Partner,Single,Male,Geographical information systems officer,None,None
79,Grace Lane,Ryan,Robertson,37,Head,Married,Male,Archivist,None,None
79,Grace Lane,Jemma,Robertson,37,Wife,Married,Female,"Scientist, forensic",None,None
79,Grace Lane,Diana,Ryan,20,Daughter,Single,Female,University Student,None,None
79,Grace Lane,Harry,Ryan,16,Son,NA,Male,Student,None,NA
79,Grace Lane,Kimberley,Ryan,16,Daughter,NA,Female,Student,None,NA
80,Grace Lane,Shirley,Whitehouse,32,Head,Single,Female,Chartered accountant,None,None
81,Grace Lane,Vincent,Ali,30,Head,Single,Male,Nutritional therapist,None,None
82,Grace Lane,Declan,Brennan,75,Head,Married,Male,Retired Records manager,None,Christian
82,Grace Lane,Beverley,Brennan,72,Wife,Married,Female,Retired Clinical psychologist,None,Christian
83,Grace Lane,Dominic,Williams,47,Head,Married,Male,Armed forces training and education officer,None,Catholic
83,Grace Lane,Shannon,Williams,46,Wife,Married,Female,"Psychotherapist, dance movement",Physical Disability,Catholic
83,Grace Lane,Mohammed,Williams,9,Son,NA,Male,Student,None,NA
84,Grace Lane,Dean,Brown,66,Head,Married,Male,"Engineer, biomedical",None,Christian
84,Grace Lane,Joan,Brown,66,Wife,Married,Female,Retail banker,None,None
85,Grace Lane,Conor,Hunt,20,Head,Single,Male,University Student,None,Methodist
85,Grace Lane,Francesca,Wood,22,None,Single,Female,University Student,None,Catholic
85,Grace Lane,Marcus,Pollard,28,None,Single,Male,PhD Student,None,None
85,Grace Lane,Louise,Graham,20,None,Single,Female,University Student,None,Christian
86,Grace Lane,Donald,Davis,46,Head,Single,Male,"Engineer, drilling",None,None
86,Grace Lane,Alex,Davis,12,Son,NA,Male,Student,None,NA
86,Grace Lane,Harriet,Davis,11,Daughter,NA,Female,Student, ,NA
86,Grace Lane,Kyle,Davis,9,Son,NA,Male,Student,None,NA
87,Grace Lane,Hannah,Mason,42,Head,Single,Female,Secondary school teacher,None,None
87,Grace Lane,Antony,Richardson,40,Partner,Single,Male,Music therapist,None,None
87,Grace Lane,Louis,Mason,14,Son,NA,Male,Student,None,NA
87,Grace Lane,Carole,Mason,12,Daughter,NA,Female,Student,None,NA
87,Grace Lane,Jason,Mason,10,Son,NA,Male,Student,None,NA
88,Grace Lane,Keith,Hilton-Wright,37,Head,Married,Male,Nutritional therapist,None,Catholic
88,Grace Lane,Ashleigh,Hilton-Wright,35,Wife,Married,Female,Musician,None,Catholic
89,Grace Lane,Roger,Walker,76,Head,Married,Male,Retired Futures trader,None,Christian
89,Grace Lane,Tracey,Walker,71,Wife,Married,Female,"Retired Engineer, energy",None,Christian
90,Grace Lane,Lorraine,Matthews,63,Head,Married,Female,"Librarian, public",None,None
90,Grace Lane,Frederick,Matthews,66,Husband,Married,Male,Chartered management accountant,None,None
90,Grace Lane,Steven,Matthews,32,Son,Divorced,Male,"Conservation officer, historic buildings",None,None
90,Grace Lane,Danielle,Matthews,31,Daughter,Divorced,Female,Research scientist (maths),None,None
91,Grace Lane,Frederick,Davies,82,Head,Single,Male,Retired Data scientist,None,Christian
92,Grace Lane,Elizabeth,Macdonald,55,Head,Single,Female,Human resources officer,None,None
92,Grace Lane,Janice,Ford,30,None,Single,Female,Chief Financial Officer,None,Catholic
92,Grace Lane,George,Davis,60,None,Single,Male,Plant breeder/geneticist,None,None
92,Grace Lane,Vanessa,Smith,30,None,Single,Female,Television/film/video producer,None,None
93,Grace Lane,Dorothy,Ryan,41,Head,Married,Female,Water engineer,None,None
93,Grace Lane,Clifford,Ryan,44,Husband,Married,Male,Nutritional therapist,None,None
94,Grace Lane,Amber,Hardy,32,Head,Married,Female,Interior and spatial designer,None,Catholic
94,Grace Lane,Terence,Hardy,33,Husband,Married,Male,Medical physicist,None,Catholic
94,Grace Lane,Stephen,Hardy,0,Son,NA,Male,Child,None,NA
94,Grace Lane,Alison,Hunter,47,Lodger,Divorced,Female,Building services engineer,None,Methodist
94,Grace Lane,Alexander,Johnson,61,Lodger,Single,Male,Unemployed,None,Christian
95,Grace Lane,Jill,Jones,54,Head,Married,Female,Statistician,None,Christian
95,Grace Lane,Jamie,Jones,58,Husband,Married,Male,Community development worker,None,Christian
96,Grace Lane,Paula,Russell,57,Head,Single,Female,"Nurse, children's",None,None
